,centrocosto,financiadortipo,financiador,tipoimputacion,imputacion,importeimp,fechacobro,tipofactura,factura,fechaemision,importe,fechaentrega
3169,Seguridad Social y Privados,PRESTADORES PRIVADOS,ASOCIACION DE OBRAS SOCIALES DE TRELEW            ,RECX2  ,7142,17928,9/21/2020,FACB2  ,7878,4/20/2020,17928,5/20/2020
1526,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,RECX2  ,6211,14084,5/29/2020,FACB2  ,8092,5/11/2020,54011,5/19/2020
2118,Seguridad Social y Privados,OS NACIONAL,"OS DE MANDOS, MEDIOS DE TELECOM. EN ARG. y MERCOSU",RECX2  ,6569,132812,7/27/2020,FACB2  ,8512,6/12/2020,90280,7/15/2020
2110,Seguridad Social y Privados,OS NACIONAL,O. S. DE LOS TRAB. DE LA CARNE Y AFINES DE LA REP.,RECX2  ,6570,58366,7/27/2020,FACB2  ,8277,5/26/2020,18000,6/9/2020
2664,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,6872,4000372.56,8/25/2020,FACB2  ,8126,5/15/2020,5946533.08,5/19/2020
2984,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,7020,480806.08,9/8/2020,FACB2  ,8125,5/15/2020,485757.08,5/19/2020
4078,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE PREV. y SEG. SOCIAL DE PROV. TUCUMAN ,RECX2  ,7593,14061,10/29/2020,FACB2  ,7911,4/21/2020,14061,5/19/2020
4859,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,7910,249101.8,11/30/2020,FACB2  ,8102,5/12/2020,372188.8,5/19/2020
5073,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL CAUCHO               ,RECX2  ,7954,103998,12/18/2020,FACB2  ,7699,3/25/2020,13994,5/19/2020
1452,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA ,RECX2  ,6230,173134,5/29/2020,FACB2  ,7825,4/13/2020,199493,5/18/2020
1674,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,6323,58678.48,6/18/2020,FACB2  ,7991,4/28/2020,74428.48,5/18/2020
1774,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,6391,524196.76,6/26/2020,FACB2  ,8074,5/6/2020,526929.76,5/18/2020
1820,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENT,RECX2  ,6406,76623.52,6/26/2020,FACA2  ,2635,4/28/2020,81324.52,5/18/2020
1855,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LUZ Y FUERZA DE LA PATAGONIA       ,RECX2  ,6456,14670,6/30/2020,FACB2  ,7936,4/23/2020,22611,5/18/2020
2104,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD PERFUMIST,RECX2  ,6571,725858,7/27/2020,FACB2  ,6869,12/26/2019,725858,2/6/2020
2117,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VENDEDORES AMBULANTES DE LA REPUBLI,RECX2  ,6572,121306.19,7/27/2020,FACB2  ,7543,3/12/2020,36575.19,4/15/2020
2099,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICU,RECX2  ,6573,3091306.15,7/27/2020,FACB2  ,8314,5/28/2020,8931327.2,6/2/2020
2095,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUEN,RECX2  ,6574,26141,7/27/2020,FACB2  ,7034,1/21/2020,33068,2/18/2020
2125,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL NAVAL                    ,RECX2  ,6575,45688,7/27/2020,FACB2  ,8642,6/19/2020,45688,7/3/2020
2097,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. CINEMATOGRAFICA     ,RECX2  ,6576,54230.5,7/27/2020,FACB2  ,7604,3/17/2020,22218,4/8/2020
2569,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA INDUSTRIA DEL VIDRIO     ,RECX2  ,6760,89992.47,8/13/2020,FACB2  ,8001,4/28/2020,29954,5/18/2020
2618,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,6800,149853.9,8/19/2020,FACB2  ,8071,5/6/2020,149853.9,5/18/2020
3313,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD PERFUMIST,RECX2  ,7205,411961.62,9/24/2020,FACB2  ,8070,5/5/2020,347944.62,5/18/2020
5316,Seguridad Social y Privados,PROGRAMA PROVINCIAL,CUCAIBA                                           ,RECX2  ,8035,240846.7,12/22/2020,FACB2  ,8151,5/18/2020,31989,5/18/2020
1686,Seguridad Social y Privados,OS NACIONAL,"O.S. PERSONAL DE JARDI, PARQ Y VIV DE LA REP ARG  ",RECX2  ,6342,50444,6/22/2020,FACB2  ,7636,3/19/2020,3953,5/15/2020
1741,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6347,711047.12,6/22/2020,FAECA  ,204,5/13/2020,711304.12,5/15/2020
1803,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS TRABAJADORES DE LAS COMUNICACIO,RECX2  ,6367,16844,6/26/2020,FACB2  ,7453,2/28/2020,16844,5/15/2020
1904,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,6431,559736,6/30/2020,FACB2  ,8108,5/12/2020,4272733.2,5/15/2020
1925,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,6454,495162.77,6/30/2020,FACB2  ,7372,2/26/2020,411887.2,5/15/2020
2127,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL TRABAJADORES DE LA INDUSTRIA DEL GAS  ,RECX2  ,6577,24165,7/27/2020,FACB2  ,7789,4/8/2020,46026,4/16/2020
2101,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6578,723616,7/27/2020,FAECA  ,223,6/9/2020,723616,6/9/2020
2100,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE INSTALACIONES SANITARI,RECX2  ,6579,25933,7/27/2020,FACB2  ,8117,5/14/2020,27345,6/5/2020
2105,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6580,1523281,7/27/2020,FAECA  ,222,6/9/2020,1547989,6/9/2020
2111,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,6581,612274,7/27/2020,FACB2  ,7728,3/27/2020,702082,4/15/2020
2096,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SEGUROS                            ,RECX2  ,6582,49668,7/27/2020,FACA2  ,2787,6/9/2020,49668,6/10/2020
2113,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE LA DIR. DE LA IND. VITIVINICOLA ,RECX2  ,6583,22316,7/27/2020,FACA2  ,2648,4/29/2020,22316,6/22/2020
2578,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,6766,162641.7,8/14/2020,FACB2  ,7980,4/27/2020,280280.08,5/15/2020
2768,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,6854,294474.76,8/25/2020,FACB2  ,8014,4/28/2020,303102.76,5/15/2020
2831,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,6922,607954.7,8/31/2020,FACB2  ,7778,4/7/2020,672537.7,5/15/2020
2956,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,6986,579558.04,9/7/2020,FACB2  ,8108,5/12/2020,4272733.2,5/15/2020
3411,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,7241,579558.04,9/30/2020,FACB2  ,8108,5/12/2020,4272733.2,5/15/2020
4387,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,7682,579558.04,11/6/2020,FACB2  ,8108,5/12/2020,4272733.2,5/15/2020
4636,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA            ,RECX2  ,7785,3452412.63,11/20/2020,FACB2  ,8022,4/29/2020,106801,5/15/2020
4687,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,7744,2426925.52,11/20/2020,FACB2  ,8120,5/14/2020,2473996.52,5/15/2020
5282,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,8058,579558.04,12/22/2020,FACB2  ,8108,5/12/2020,4272733.2,5/15/2020
1676,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PODER JUDICIAL DE LA NACION           ,RECX2  ,6322,41084,6/18/2020,FACB2  ,8016,4/28/2020,41084,5/14/2020
1681,Seguridad Social y Privados,NINGUNO,AGRUPACION SANATORIAL SUR S.A.                    ,RECX2  ,6340,4094,6/22/2020,FACA2  ,2616,4/23/2020,6295,5/14/2020
1802,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6399,1853564.98,6/26/2020,FAECA  ,205,5/14/2020,2150910.98,5/14/2020
1903,Seguridad Social y Privados,MEDICINA PREPAGA,APRES  S.A.                                       ,RECX2  ,6447,26906,6/30/2020,FACA2  ,2591,4/17/2020,26906,5/14/2020
2288,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE GUINCHEROS Y MAQUINISTAS DE GRUAS M,RECX2  ,6675,202795,8/3/2020,FACB2  ,7884,4/20/2020,202795,5/14/2020
4519,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ENCARGADOS APUNTADORES MARITIMOS      ,RECX2  ,7712,186716.96,11/16/2020,FACB2  ,7926,4/22/2020,321930.69,5/14/2020
5158,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA INDUSTRIA DEL CHACINADOS ,RECX2  ,8007,66834,12/21/2020,FACB2  ,7866,4/16/2020,66834,5/14/2020
891,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LA FED. ARG. DE TRAB. DE LUZ Y FUER,RECX2  ,5840,447575.83,3/13/2020,FACA2  ,2626,4/24/2020,139949,5/13/2020
1889,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS LEGISLADORES DE LA REPUBLICA AR,RECX2  ,6445,26841,6/30/2020,FACA2  ,2619,4/23/2020,26841,5/13/2020
3391,Seguridad Social y Privados,COMPANIA DE SEGUROS,EXPERTA ART S.A.                                  ,RECX2  ,7222,53725.65,9/30/2020,FACB2  ,7916,4/21/2020,46693.65,5/13/2020
4233,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE IMPRENTA, DIARIOS Y AF",RECX2  ,7646,340386.7,11/5/2020,FACB2  ,7943,4/23/2020,479943.42,5/13/2020
1433,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SERENOS DE BUQUES                  ,RECX2  ,6210,132706.48,5/29/2020,FACB2  ,8045,4/29/2020,54105.48,5/12/2020
1444,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CAPATACES Y ESTIBADORES PORTUARIOS ,RECX2  ,6202,15918,5/29/2020,FACB2  ,8023,4/29/2020,15918,5/12/2020
1544,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,RECX2  ,6256,735852.85,5/29/2020,FACB2  ,8011,4/28/2020,26429,5/12/2020
1609,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,6297,32457,6/10/2020,FACA2  ,2630,4/27/2020,32457,5/12/2020
1677,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,6344,20960,6/22/2020,FACB2  ,8046,4/29/2020,30696,5/12/2020
1811,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6403,50132,6/26/2020,FACA2  ,2643,4/28/2020,50132,5/12/2020
2126,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,6584,202280.41,7/27/2020,FACB2  ,7197,2/7/2020,204410.41,3/3/2020
2494,Seguridad Social y Privados,OS NACIONAL,ACTIVA SALUD S.R.L.                               ,RECX2  ,6719,7631,8/12/2020,FACA2  ,2615,4/23/2020,7631,5/12/2020
1440,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CAPATACES Y ESTIBADORES PORTUARIOS ,RECX2  ,6176,246072.68,5/29/2020,FACB2  ,7312,2/20/2020,61775,5/11/2020
1772,Seguridad Social y Privados,MEDICINA PREPAGA,SOCIEDAD ITALIANA DE BENEFICENCIA EN BUENOS AIRES ,RECX2  ,6400,98350,6/26/2020,FAECA  ,202,5/11/2020,117822,5/11/2020
1888,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. DE LA ALIMENTACION  ,RECX2  ,6460,939820.13,6/30/2020,FACB2  ,7497,3/10/2020,468777,5/11/2020
2114,Seguridad Social y Privados,MEDICINA PREPAGA,FEDERACION MEDICA GREMIAL DE LA CAPITAL FEDERAL   ,RECX2  ,6585,85448.19,7/27/2020,FACA2  ,2598,4/20/2020,68673.21,4/29/2020
2116,Seguridad Social y Privados,MEDICINA PREPAGA,FEDERACION MEDICA GREMIAL DE LA CAPITAL FEDERAL   ,RECX2  ,6586,35767,7/27/2020,FACA2  ,2337,1/13/2020,35767,1/29/2020
2106,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6587,10324,7/27/2020,FACA2  ,2760,5/29/2020,10324,6/9/2020
2098,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SERENOS DE BUQUES                  ,RECX2  ,6588,42748,7/27/2020,FACB2  ,8501,6/11/2020,60764,7/1/2020
2767,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,6853,2970805.57,8/25/2020,FACB2  ,7860,4/16/2020,2275791.98,5/11/2020
3172,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AERONAUTICO              ,RECX2  ,7120,20231,9/21/2020,FACB2  ,7330,2/21/2020,33213,5/11/2020
1477,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PAMPA                   ,RECX2  ,6249,30818.31,5/29/2020,FACB2  ,6917,1/10/2020,30818.31,5/9/2020
1418,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA INDUSTRIA DEL CHACINADOS ,RECX2  ,6189,114079.96,5/29/2020,FACB2  ,7006,1/20/2020,114079.96,5/8/2020
1422,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA  ,RECX2  ,6191,243209.05,5/29/2020,FACB2  ,7403,2/27/2020,25476,5/8/2020
1460,Seguridad Social y Privados,MEDICINA PREPAGA,MEDIFE                                            ,RECX2  ,6186,1347892.41,5/29/2020,FAECA  ,198,5/8/2020,465176,5/8/2020
1480,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6236,522870.85,5/29/2020,FACA2  ,2660,5/5/2020,40589,5/8/2020
1504,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE MUSICOS                            ,RECX2  ,6229,117783.5,5/29/2020,FACB2  ,8068,5/5/2020,117783.5,5/8/2020
1508,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL CAUCHO               ,RECX2  ,6226,41581.31,5/29/2020,FACB2  ,5308,5/27/2019,26362,5/8/2020
1550,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,6178,684,5/29/2020,FACA2  ,2640,4/28/2020,15439,5/8/2020
1678,Seguridad Social y Privados,MEDICINA PREPAGA,HOSPITAL ALEMAN                                   ,RECX2  ,6324,9688,6/22/2020,FACA2  ,2604,4/22/2020,9688,5/8/2020
1692,Seguridad Social y Privados,OS PROVINCIAL,SERVICIO MEDICO PREVISIONAL DE LA PCIA.DE LA PAMPA,RECX2  ,6346,31080,6/22/2020,FACB2  ,7913,4/21/2020,31080,5/8/2020
1826,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENT,RECX2  ,6411,90264,6/26/2020,FAECA  ,197,5/7/2020,108674,5/8/2020
1910,Seguridad Social y Privados,OS NACIONAL,O.S. PARA EL PERS. DE LA IND. ACEITERA DESMOTADORA,RECX2  ,6440,13794,6/30/2020,FACB2  ,7928,4/22/2020,13794,5/8/2020
1574,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,6277,388210.37,6/10/2020,FACB2  ,7906,4/21/2020,393289.37,5/7/2020
1701,Seguridad Social y Privados,MEDICINA PREPAGA,SABER SOCIEDAD ANONIMA                            ,RECX2  ,6339,7853,6/22/2020,FACA2  ,2533,3/19/2020,8537,5/7/2020
1890,Seguridad Social y Privados,OS NACIONAL,O.S. DE LA ASOC. CIVIL PROSIND. AMAS DE CASA REP. ,RECX2  ,6461,398588.41,6/30/2020,FACB2  ,7895,4/20/2020,344770.21,5/7/2020
2103,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,6589,458264,7/27/2020,FAECA  ,237,6/19/2020,245986,6/22/2020
2130,Seguridad Social y Privados,MEDICINA PREPAGA,SWISS MEDICAL S.A.                                ,RECX2  ,6590,106910.02,7/27/2020,FAECA  ,221,5/28/2020,106910.02,5/29/2020
2589,Seguridad Social y Privados,OS NACIONAL,ACR S.A.                                          ,RECX2  ,6782,136112,8/19/2020,FACA2  ,2601,4/21/2020,137277,5/7/2020
2669,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,6874,55921,8/25/2020,FACB2  ,8007,4/28/2020,63485,5/7/2020
3282,Seguridad Social y Privados,MEDICINA PREPAGA,CIRCULO MEDICO QUILMES                            ,RECX2  ,7169,24252,9/21/2020,FACA2  ,2590,4/17/2020,24252,5/7/2020
1595,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6278,3392287.89,6/10/2020,FACA2  ,2639,4/28/2020,47088.15,5/6/2020
1902,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PETROLEO Y GAS PRIVADO            ,RECX2  ,6433,142751.29,6/30/2020,FACB2  ,7962,4/27/2020,25419,5/6/2020
2123,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL ,RECX2  ,6591,357692.08,7/27/2020,FACB2  ,8647,6/19/2020,23216,6/24/2020
2300,INCLUIR,NINGUNO,AGENCIA NACIONAL DE DISCAPACIDAD                  ,RECX2  ,6696,11833144,8/11/2020,FACB2  ,8069,5/5/2020,18749700,5/6/2020
3377,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,7272,950000,9/30/2020,FACB2  ,7997,4/28/2020,3839216.63,5/6/2020
3607,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,7337,570000,10/13/2020,FACB2  ,7997,4/28/2020,3839216.63,5/6/2020
3608,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,7338,580000,10/13/2020,FACB2  ,7997,4/28/2020,3839216.63,5/6/2020
3851,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,7475,539216.63,10/23/2020,FACB2  ,7997,4/28/2020,3839216.63,5/6/2020
2132,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ENSEÑANZA PRIVADA  ,RECX2  ,6593,812026.03,7/28/2020,FACB2  ,7907,4/21/2020,83624.74,9/8/2020
2143,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL HIELO,RECX2  ,6594,413556.96,7/29/2020,FACB2  ,7769,4/6/2020,249487,4/17/2020
2666,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,6873,6345947.24,8/25/2020,FACB2  ,8055,4/30/2020,8969695.27,5/5/2020
3060,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE AERONAVEGANTES                     ,RECX2  ,7064,432994.76,9/11/2020,FACB2  ,7958,4/24/2020,68674,5/5/2020
4079,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE PREV. y SEG. SOCIAL DE PROV. TUCUMAN ,RECX2  ,7592,73054.62,10/29/2020,FACB2  ,8018,4/29/2020,74304,5/5/2020
1355,PAMI,PAMI,I.N.S.S.J y P.                                    ,RECX2  ,6163,71734423.5,5/22/2020,FACB2  ,8065,5/4/2020,77133789.2,5/4/2020
3373,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,7220,2058264.24,9/30/2020,FACB2  ,7666,3/25/2020,2058264.24,5/4/2020
3376,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,7256,638253.97,9/30/2020,FACB2  ,7854,4/16/2020,1838253.97,5/4/2020
1321,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUEN,RECX2  ,6156,9957,5/20/2020,FACB2  ,7937,4/23/2020,9957,4/30/2020
1328,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PODER JUDICIAL DE LA NACION           ,RECX2  ,6161,24141,5/20/2020,FACB2  ,7641,3/19/2020,24141,4/30/2020
1336,Seguridad Social y Privados,PRESTADORES PRIVADOS,ESTAB. ASISTENCIAL GOBERNADOR CENTENO LA PAMPA    ,RECX2  ,6150,19313,5/20/2020,FACB2  ,7942,4/23/2020,19313,4/30/2020
1456,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA BOTONERA ,RECX2  ,6182,455213.65,5/29/2020,FACB2  ,7804,4/9/2020,103257,4/30/2020
1470,Seguridad Social y Privados,MUTUAL,ASOC MUT DE FARMACEUTICOS  FLORENTINO AMEGHINO    ,RECX2  ,6212,12114,5/29/2020,FACB2  ,7872,4/17/2020,12114,4/30/2020
1552,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,6245,255738,5/29/2020,FAECA  ,193,4/29/2020,257083,4/30/2020
1675,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PODER JUDICIAL DE LA NACION           ,RECX2  ,6321,33089,6/18/2020,FACB2  ,7863,4/16/2020,33089,4/30/2020
1682,Seguridad Social y Privados,MUTUAL,SOCIEDAD ARG. DE AUTORES Y COMPOSITORES DE MUSICA ,RECX2  ,6345,18804,6/22/2020,FACB2  ,7834,4/14/2020,18804,4/30/2020
2807,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,6929,641575.4,8/31/2020,FACB2  ,7975,4/27/2020,741767.11,4/30/2020
1287,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CAPATACES Y ESTIBADORES PORTUARIOS ,RECX2  ,6123,15457,5/15/2020,FACB2  ,7983,4/27/2020,23127,4/29/2020
1349,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD CERVECERA,RECX2  ,6145,1133423.95,5/20/2020,FACB2  ,7526,3/12/2020,265502.86,4/29/2020
1565,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,6281,528629,6/10/2020,FACB2  ,7304,2/20/2020,117957,4/29/2020
1578,Seguridad Social y Privados,MUTUAL,ASOC. MUTUAL EMPL. DEL BCO DE LA PROV. DE BS. AS. ,RECX2  ,6268,33277.22,6/10/2020,FACB2  ,7869,4/16/2020,33277.22,4/29/2020
1779,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES        ,RECX2  ,6395,786296.19,6/26/2020,FACB2  ,7945,4/23/2020,939435.19,4/29/2020
1801,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL PLASTICO    ,RECX2  ,6366,1523364.36,6/26/2020,FACB2  ,7859,4/16/2020,1049879.78,4/29/2020
2145,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL HIELO,RECX2  ,6595,425046.36,7/29/2020,FACB2  ,8130,5/15/2020,344782,5/29/2020
2185,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,6596,55320,7/30/2020,FACA2  ,2759,5/29/2020,30972,6/9/2020
2191,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,6597,4994946.24,7/30/2020,FACA2  ,2681,5/15/2020,3955890.08,5/18/2020
2162,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LADRILLER,RECX2  ,6598,452579.76,7/30/2020,FACB2  ,7693,3/25/2020,27711,4/28/2020
3757,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO DE OBRA SOCIAL DE CORRIENTES            ,RECX2  ,7432,184768.63,10/16/2020,FACB2  ,8020,4/29/2020,187773,4/29/2020
4514,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ENCARGADOS APUNTADORES MARITIMOS      ,RECX2  ,7707,31894,11/16/2020,FACB2  ,7809,4/9/2020,71970,4/29/2020
