fecha,numero,tipo_anexo,estado,cant_dphs,financiador_sigla,financiador_nombre,importe_total
2021-04-22,16447,Ambulatorio,Facturado,1.0,OSUCI,OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA,5524.00
2021-04-22,16448,Ambulatorio,Facturado,1.0,OS MIN SECRET Y,OBRA SOCIAL DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,5524.00
2021-04-22,16449,Ambulatorio,Facturado,1.0,OSPESA,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES,5524.00
2021-04-22,16450,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,128159.00
2021-04-22,16451,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,25482.00
2021-04-22,16452,Ambulatorio,Facturado,1.0,UOM,OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA,5162.00
2021-04-22,16453,Ambulatorio,Facturado,1.0,UTA,OBRA SOCIAL CONDUCTORES DE TRANSPORTE DE COLECTIVOS DE PASAJEROS,5162.00
2021-04-22,16454,Ambulatorio,Facturado,1.0,OSPM,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA,5162.00
2021-04-22,16455,Internacion,Facturado,1.0,OSVVRA,OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLICA ARGENTINA,57660.80
2021-04-22,16456,Internacion,Facturado,1.0,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,89194.72
2021-04-22,16457,Internacion,Baja,,OSCEP,OBRA SOCIAL DE CAPATACES Y ESTIBADORES PORTUARIOS,27065.00
2021-04-22,16458,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,5162.00
2021-04-22,16459,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",5162.00
2021-04-22,16460,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,66288.00
2021-04-22,16461,Ambulatorio,Facturado,1.0,HTAL ITALIANO,HOSPITAL ITALIANO,5524.00
2021-04-22,16462,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,11048.00
2021-04-22,16463,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",11048.00
2021-04-22,16464,Ambulatorio,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,33144.00
2021-04-22,16465,Ambulatorio,Facturado,1.0,UOM,OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA,5524.00
2021-04-22,16466,Ambulatorio,Facturado,1.0,OSPRERA,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,5524.00
2021-04-22,16467,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,5524.00
2021-04-22,16468,Ambulatorio,Facturado,1.0,FEDECAMARAS,OBRA SOCIAL DE LA FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALES DE LA REPUBLICA ARGENTINA (FEDECAMARAS),11048.00
2021-04-22,16469,Ambulatorio,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,5524.00
2021-04-22,16470,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",16572.00
2021-04-22,16471,Ambulatorio,Facturado,1.0,OSPACP,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,11048.00
2021-04-22,16472,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",5524.00
2021-04-22,16473,Ambulatorio,Facturado,1.0,OSCAPBAQFLU,OBRA SOCIAL DE CAPITANES BAQUEANOS FLUVIALES DE LA MARINA MERCANTE,5524.00
2021-04-22,16474,Ambulatorio,Facturado,1.0, OSPACA,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENTINO,5524.00
2021-04-22,16475,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,11048.00
2021-04-22,16476,Ambulatorio,Facturado,1.0,OSTVLA,OBRA SOCIAL DE TECNICOS DE VUELO DE LINEAS AEREAS,5524.00
2021-04-22,16477,Ambulatorio,Facturado,1.0,OSVVRA,OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLICA ARGENTINA,11048.00
2021-04-22,16478,Ambulatorio,Facturado,1.0,OSPPCYQ,"OBRA SOCIAL DEL PERSONAL DEL PAPEL, CARTON Y QUIMICOS",5524.00
2021-04-22,16479,Ambulatorio,Facturado,1.0,OSCHOCA,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES,5524.00
2021-04-22,16480,Ambulatorio,Facturado,1.0,OSPM,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA,11048.00
2021-04-22,16481,Ambulatorio,Facturado,1.0,OSME,O.S.PARA EL PERSONAL DEL MINISTERIO DE ECONOMIA Y DE OBRAS Y SERVICIOS PUBLICOS,5524.00
2021-04-22,16482,Ambulatorio,Facturado,1.0,OSPLAD,OBRA SOCIAL PARA LA ACTIVIDAD DOCENTE,5524.00
2021-04-22,16483,Ambulatorio,Facturado,1.0,OS COMIS NAVALE,OBRA SOCIAL DE COMISARIOS NAVALES,5524.00
2021-04-22,16484,Ambulatorio,Facturado,1.0,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,5524.00
2021-04-22,16485,Ambulatorio,Facturado,1.0,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,5524.00
2021-04-22,16486,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-22,16487,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,5524.00
2021-04-22,16488,Ambulatorio,Facturado,1.0,OSMMEDT,"OBRA SOCIAL DE MANDOS, MEDIOS DE TELECOMUNICACIONES EN LA REPUBLICA  ARGENTINA Y MERCOSUR.",5524.00
2021-04-23,16489,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16490,Ambulatorio,Facturado,1.0,OSPA,OBRA SOCIAL DE PORTUARIOS ARGENTINOS,5524.00
2021-04-23,16491,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,5524.00
2021-04-23,16492,Ambulatorio,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,5524.00
2021-04-23,16493,Ambulatorio,Facturado,1.0,VISITAR,VISITAR-OBRA SOCIAL VIAJANTES Y VENDEDORES,5162.00
2021-04-23,16494,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",5524.00
2021-04-23,16495,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",5524.00
2021-04-23,16496,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,5524.00
2021-04-23,16497,Ambulatorio,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,5524.00
2021-04-23,16498,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16499,Ambulatorio,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,5524.00
2021-04-23,16500,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16501,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16502,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16503,Ambulatorio,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,5524.00
2021-04-23,16504,Internacion,Baja,,OSPERSAAMS,OBRA SOCIAL DEL PERSONAL ASOCIADO A LA ASOCIACION MUTUAL SANCOR,26378.00
2021-04-23,16505,Internacion,Baja,, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,26378.00
2021-04-23,16506,Internacion,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,33529.00
2021-04-23,16507,Internacion,Facturado,1.0,GALENO,GALENO ARGENTINA S.A.,23407.00
2021-04-23,16508,Ambulatorio,Facturado,1.0,OSEN,OBRA SOCIAL ELECTRICISTAS NAVALES,76867.00
2021-04-23,16509,Ambulatorio,Baja,, OSPACA,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENTINO,56135.00
2021-04-23,16510,Ambulatorio,Facturado,1.0,OSPESGYPE,"OBRA SOCIAL DEL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO Y LAVADEROS AUTOMATICOS",54234.00
2021-04-23,16511,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,65886.00
2021-04-23,16512,Ambulatorio,Baja,,OSPIM(MOLINERA),OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA,56135.00
2021-04-23,16513,Ambulatorio,Baja,,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,79327.00
2021-04-23,16514,Ambulatorio,Facturado,1.0,OSCHOCA,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES,54234.00
2021-04-23,16515,Ambulatorio,Facturado,1.0,OSPRERA,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,5524.00
2021-04-23,16516,Ambulatorio,Facturado,1.0,IOMA,INSTITUTO DE OBRA MEDICO ASISTENCIAL,65886.00
2021-04-23,16517,Ambulatorio,Facturado,1.0,OSETYA,OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES,5524.00
2021-04-23,16518,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",76196.00
2021-04-23,16519,Internacion,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,38392.65
2021-04-23,16520,Ambulatorio,Facturado,1.0,UOM,OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA,5524.00
2021-04-23,16521,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,87848.00
2021-04-23,16522,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16523,Ambulatorio,Baja,,OSCEARA,OBRA SOCIAL DE LA CAMARA DE EMPRESARIOS DE AGENCIAS DE REMISES DE ARGENTINA,54905.00
2021-04-23,16524,Internacion,Facturado,1.0,OSCHOCA,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES,56942.98
2021-04-23,16525,Ambulatorio,Facturado,1.0,UOM,OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA,5524.00
2021-04-23,16526,Ambulatorio,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,67014.00
2021-04-23,16527,Ambulatorio,Facturado,1.0,OSPESA,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES,75525.00
2021-04-23,16528,Ambulatorio,Facturado,1.0,OSPESA,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES,5524.00
2021-04-23,16529,Ambulatorio,Facturado,1.0,OSAMOC,OBRA SOCIAL ASOCIACION MUTUAL DE LOS OBREROS CATOLICOS PADRE FEDERICO GROTE,52892.00
2021-04-23,16530,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,98829.00
2021-04-23,16531,Ambulatorio,Baja,,OSPACP,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,67116.00
2021-04-23,16532,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",5524.00
2021-04-23,16533,Ambulatorio,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,5524.00
2021-04-23,16534,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,43924.00
2021-04-23,16535,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,5524.00
2021-04-23,16536,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",5524.00
2021-04-23,16537,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",32943.00
2021-04-23,16538,Ambulatorio,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,43924.00
2021-04-23,16539,Ambulatorio,Baja,,OSIM,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUSTRIA METALURGICA Y DEMAS ACTIVIDADES EMPRESARIAS,32831.00
2021-04-23,16540,Ambulatorio,Facturado,1.0,OSPTV,OBRA SOCIAL DEL PERSONAL DE TELEVISION,5524.00
2021-04-23,16541,Ambulatorio,Facturado,1.0,OSPERSAAMS,OBRA SOCIAL DEL PERSONAL ASOCIADO A LA ASOCIACION MUTUAL SANCOR,31601.00
2021-04-23,16542,Ambulatorio,Facturado,1.0,OSPACP,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,5524.00
2021-04-23,16543,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16544,Ambulatorio,Facturado,1.0,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,43924.00
2021-04-23,16545,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,22096.00
2021-04-23,16546,Ambulatorio,Facturado,1.0,OSUCI,OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA,5524.00
2021-04-23,16547,Ambulatorio,Facturado,1.0,OSPEDYC,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y CIVILES,43924.00
2021-04-23,16548,Ambulatorio,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,5524.00
2021-04-23,16549,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,33144.00
2021-04-23,16550,Ambulatorio,Facturado,1.0,OSPLAD,OBRA SOCIAL PARA LA ACTIVIDAD DOCENTE,5524.00
2021-04-23,16551,Ambulatorio,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,11048.00
2021-04-23,16552,Ambulatorio,Facturado,1.0,OSPIV VESTIDO,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL VESTIDO Y AFINES,11048.00
2021-04-23,16553,Ambulatorio,Facturado,1.0,OSPG,OBRA SOCIAL DEL PERSONAL GRAFICO,5524.00
2021-04-23,16554,Ambulatorio,Facturado,1.0,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,5524.00
2021-04-23,16555,Ambulatorio,Facturado,1.0,OSPM,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA,11048.00
2021-04-23,16556,Ambulatorio,Facturado,1.0,OSMMEDT,"OBRA SOCIAL DE MANDOS, MEDIOS DE TELECOMUNICACIONES EN LA REPUBLICA  ARGENTINA Y MERCOSUR.",5524.00
2021-04-23,16557,Ambulatorio,Facturado,1.0,OSPIM,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MADERERA,5524.00
2021-04-23,16558,Ambulatorio,Facturado,1.0,OSPIM(MOLINERA),OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA,5524.00
2021-04-23,16559,Ambulatorio,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,22096.00
2021-04-23,16560,Ambulatorio,Facturado,1.0,GALENO,GALENO ARGENTINA S.A.,11048.00
2021-04-23,16561,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",5524.00
2021-04-23,16562,Ambulatorio,Facturado,1.0,OSPESGYPE,"OBRA SOCIAL DEL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO Y LAVADEROS AUTOMATICOS",11048.00
2021-04-23,16563,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",11048.00
2021-04-23,16564,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,11048.00
2021-04-23,16565,Ambulatorio,Facturado,1.0,OSPERSAAMS,OBRA SOCIAL DEL PERSONAL ASOCIADO A LA ASOCIACION MUTUAL SANCOR,5524.00
2021-04-23,16566,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",5524.00
2021-04-23,16567,Ambulatorio,Facturado,1.0,OSMATA,OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DEL TRANSPORTE AUTOMOTOR,5524.00
2021-04-23,16568,Ambulatorio,Facturado,1.0,OSPESA,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES,5524.00
2021-04-23,16569,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,5524.00
2021-04-23,16570,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,5524.00
2021-04-23,16571,Ambulatorio,Facturado,1.0,UOM,OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA,5524.00
2021-04-23,16572,Ambulatorio,Facturado,1.0,OS SERENOS BUQU,OBRA SOCIAL DE SERENOS DE BUQUES,5524.00
2021-04-23,16573,Ambulatorio,Facturado,1.0,OSEN,OBRA SOCIAL ELECTRICISTAS NAVALES,5524.00
2021-04-23,16574,Ambulatorio,Facturado,1.0,OSCEARA,OBRA SOCIAL DE LA CAMARA DE EMPRESARIOS DE AGENCIAS DE REMISES DE ARGENTINA,5524.00
2021-04-23,16575,Ambulatorio,Facturado,1.0,OSBA,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS,5524.00
2021-04-23,16576,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",5524.00
2021-04-23,16577,Ambulatorio,Facturado,1.0,OSPSIP,"OBRA SOCIAL DEL PERSONAL DE SEGURIDAD COMERCIAL, INDUSTRIAL E INVESTIGACIONES PRIVADAS",5524.00
2021-04-23,16578,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",5524.00
2021-04-23,16579,Ambulatorio,Facturado,1.0,OSTVLA,OBRA SOCIAL DE TECNICOS DE VUELO DE LINEAS AEREAS,5524.00
2021-04-23,16580,Ambulatorio,Facturado,1.0,OS MIN SECRET Y,OBRA SOCIAL DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,5524.00
2021-04-23,16581,Ambulatorio,Facturado,1.0,DOSUBA,DIRECCION GENERAL DE OBRA SOCIAL DE LA UNIVERSIDAD DE BUENOS AIRES,5524.00
2021-04-23,16582,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",5524.00
2021-04-23,16583,Ambulatorio,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,5524.00
2021-04-23,16584,Ambulatorio,Facturado,1.0,HTAL ITALIANO,HOSPITAL ITALIANO,5524.00
2021-04-23,16585,Ambulatorio,Facturado,1.0,OSALARA,OBRA SOCIAL AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,5524.00
2021-04-23,16586,Ambulatorio,Facturado,1.0,OSETYA,OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES,5524.00
2021-04-23,16587,Ambulatorio,Facturado,1.0,OSRJA,OBRA SOCIAL DE RELOJEROS Y JOYEROS,5524.00
2021-04-23,16588,Ambulatorio,Facturado,1.0,MEDIFE,MEDIFE,5524.00
2021-04-26,16589,Internacion,Facturado,1.0,OSPIT - Textil,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA TEXTIL,53633.00
2021-04-26,16590,Internacion,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,19267.00
2021-04-26,16591,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,79652.95
2021-04-26,16592,Internacion,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",81335.00
2021-04-26,16593,Internacion,Facturado,1.0,OSPENA,OBRA SOCIAL DEL PERSONAL NAVAL,57118.00
2021-04-26,16594,Internacion,Baja,,OSPETAX,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL,35285.00
2021-04-26,16595,Internacion,Facturado,1.0,OSPETAX,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL,29886.00
2021-04-26,16596,Internacion,Facturado,1.0,MUNI MATANZA,OBRA SOCIAL DEL PERSONAL MUNICIPAL DE LA MATANZA,232247.32
2021-04-26,16597,Internacion,Facturado,1.0,OSPIV VESTIDO,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL VESTIDO Y AFINES,60032.36
2021-04-26,16598,Internacion,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,55724.96
2021-04-26,16599,Internacion,Facturado,1.0,IOMA,INSTITUTO DE OBRA MEDICO ASISTENCIAL,1302076.01
2021-04-27,16600,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,20669.00
2021-04-27,16601,Internacion,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,82504.00
2021-04-27,16602,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,19267.00
2021-04-27,16603,Internacion,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",88233.84
2021-04-27,16604,Internacion,Facturado,1.0,FEMEDICA,FEMEDICA,21817.48
2021-04-27,16605,Ambulatorio,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,75525.00
2021-04-27,16606,Ambulatorio,Facturado,1.0,OSCEARA,OBRA SOCIAL DE LA CAMARA DE EMPRESARIOS DE AGENCIAS DE REMISES DE ARGENTINA,54234.00
2021-04-27,16607,Ambulatorio,Facturado,1.0,OSIM,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUSTRIA METALURGICA Y DEMAS ACTIVIDADES EMPRESARIAS,31601.00
